video_name,event_id,start_frame,end_frame,start_time_sec,end_time_sec,duration_sec,peak_MAR,opening_speed,closing_speed,oscillation_count,baseline_deviation,label
10-FemaleNoGlasses-Normal.avi,1,162,186,5.4054,6.2062,0.8342,0.193506,0.26244,0.101159,1,0.190027,normal
1-FemaleNoGlasses-Talking.avi,1,27,77,0.9009,2.5692,1.7017,0.252818,0.097342,0.06981,5,0.201368,talking/singing
1-FemaleNoGlasses-Talking.avi,2,152,168,5.0717,5.6056,0.5672,0.212454,0.140041,0.096668,1,0.161004,talking/singing
1-FemaleNoGlasses-Talking.avi,3,177,218,5.9059,7.2739,1.4014,0.428694,0.557821,0.283623,3,0.377244,talking/singing
1-FemaleNoGlasses-Talking.avi,4,224,271,7.4741,9.0424,1.6016,0.261863,0.099361,0.084283,9,0.210413,talking/singing
1-FemaleNoGlasses-Talking.avi,5,276,288,9.2092,9.6096,0.4338,0.238479,0.214023,0.300225,1,0.187029,talking/singing
1-FemaleNoGlasses-Talking.avi,6,295,304,9.8432,10.1435,0.3337,0.214828,0.098426,0.357173,1,0.163378,talking/singing
1-FemaleNoGlasses-Talking.avi,7,389,409,12.9796,13.647,0.7007,0.238535,0.096893,0.196193,1,0.187085,talking/singing
1-FemaleNoGlasses-Talking.avi,8,431,471,14.381,15.7157,1.368,0.229699,0.211785,0.05121,7,0.178249,talking/singing
1-FemaleNoGlasses-Talking.avi,9,483,490,16.1161,16.3497,0.2669,0.262947,0.36317,0.694939,1,0.211497,talking/singing
10-FemaleNoGlasses-Talking.avi,1,43,46,1.4348,1.5349,0.1335,0.164217,0.0,0.498089,0,0.156616,talking/singing
10-FemaleNoGlasses-Talking.avi,2,53,58,1.7684,1.9353,0.2002,0.178495,0.218796,0.406616,1,0.170894,talking/singing
10-FemaleNoGlasses-Talking.avi,3,77,119,2.5692,3.9706,1.4348,0.18967,0.026136,0.26541,3,0.182069,talking/singing
10-FemaleNoGlasses-Talking.avi,4,208,213,6.9403,7.1071,0.2002,0.209794,0.374981,1.239475,1,0.202194,talking/singing
10-FemaleNoGlasses-Talking.avi,5,330,342,11.011,11.4114,0.4338,0.324896,0.834229,0.873296,1,0.317295,talking/singing
10-FemaleNoGlasses-Talking.avi,6,350,355,11.6783,11.8452,0.2002,0.165486,0.037608,0.441714,1,0.157885,talking/singing
10-FemaleNoGlasses-Talking.avi,7,400,405,13.3467,13.5135,0.2002,0.183956,0.197539,0.790983,1,0.176355,talking/singing
10-FemaleNoGlasses-Talking.avi,8,528,566,17.6176,18.8855,1.3013,0.211203,0.38143,0.074965,5,0.203602,talking/singing
10-FemaleNoGlasses-Talking.avi,9,576,580,19.2192,19.3527,0.1668,0.166611,0.109058,0.690877,1,0.15901,talking/singing
10-FemaleNoGlasses-Talking.avi,10,592,604,19.7531,20.1535,0.4338,0.243246,0.472128,0.436784,1,0.235646,talking/singing
10-FemaleNoGlasses-Talking.avi,11,630,652,21.021,21.7551,0.7674,0.201167,0.150648,0.150917,1,0.193566,talking/singing
10-FemaleNoGlasses-Talking.avi,12,674,684,22.4891,22.8228,0.367,0.188001,0.225011,0.43795,1,0.1804,talking/singing
10-FemaleNoGlasses-Talking.avi,13,799,976,26.66,32.5659,5.9393,0.373356,0.037223,0.475614,25,0.365755,talking/singing
10-FemaleNoGlasses-Talking.avi,14,987,1026,32.9329,34.2342,1.3347,0.211961,0.185642,0.08261,5,0.204361,talking/singing
1-FemaleNoGlasses-Yawning.avi,1,48,168,1.6016,5.6056,4.0374,1.089859,0.309775,0.939722,7,1.083066,yawning
1-FemaleNoGlasses-Yawning.avi,2,229,237,7.641,7.9079,0.3003,0.182573,0.184593,0.364108,1,0.17578,yawning
10-FemaleNoGlasses-Yawning.avi,1,0,152,0.0,5.0717,5.1051,0.423459,0.095451,0.129718,7,0.414666,yawning
10-FemaleNoGlasses-Yawning.avi,2,228,236,7.6076,7.8745,0.3003,0.195369,0.32703,0.442518,1,0.186575,yawning
10-FemaleNoGlasses-Yawning.avi,3,245,256,8.1748,8.5419,0.4004,0.239467,0.481493,0.649468,1,0.230674,yawning
10-FemaleNoGlasses-Yawning.avi,4,274,287,9.1425,9.5762,0.4671,0.208215,0.3099,0.268617,1,0.199422,yawning
10-FemaleNoGlasses-Yawning.avi,5,346,494,11.5449,16.4831,4.9716,0.391809,0.065131,0.168089,17,0.383015,yawning
10-FemaleNoGlasses-Yawning.avi,6,571,630,19.0524,21.021,2.002,0.183901,0.088818,0.032946,3,0.175108,yawning
